1717728405047,35.2740061,137.0158627,0
1717728405047,35.2740061,137.0158627,0
1717728405573,35.2740061,137.0158627,0
1717728406578,35.2740061,137.0158627,0
1717728407554,35.2740061,137.0158627,0
1717728408554,35.2740061,137.0158627,0
1717728409553,35.2740061,137.0158627,0
1717728413120,35.2740562,137.0158664,0
1717728413122,35.2740562,137.0158664,0
1717728413122,35.2740562,137.0158664,0
1717728413565,35.2740562,137.0158664,0
1717728414567,35.2740562,137.0158664,0
1717728415588,35.2740562,137.0158664,0
1717728416577,35.2740562,137.0158664,0
1717728417573,35.2740562,137.0158664,0
1717728419137,35.2740618,137.0158615,0
1717728419601,35.2740618,137.0158615,0
1717728420561,35.2740618,137.0158615,0
1717728421580,35.2742126,137.0158483,0
1717728422602,35.2742126,137.0158483,0
1717728423587,35.2742126,137.0158483,0
1717728424564,35.2742126,137.0158483,0
1717728426166,35.2742562,137.0158444,0
1717728426557,35.2742562,137.0158444,0
1717728427569,35.2742562,137.0158444,0
1717728428552,35.274192,137.0158737,0
1717728429570,35.274192,137.0158737,0
1717728430573,35.274192,137.0158737,0
1717728431579,35.274192,137.0158737,0
1717728432571,35.274192,137.0158737,0
1717728433832,35.2741794,137.0158803,0
1717728434579,35.2741794,137.0158803,0
1717728435584,35.2741794,137.0158803,0
1717728436560,35.2743336,137.0158243,0
1717728437580,35.2743336,137.0158243,0
1717728438576,35.2743336,137.0158243,0
1717728439581,35.2743336,137.0158243,0
1717728440545,35.2743336,137.0158243,0
1717728443028,35.2742774,137.0158425,0
1717728443028,35.2742774,137.0158425,0
1717728443579,35.2742774,137.0158425,0
1717728444551,35.2743064,137.0158646,0
1717728445558,35.2743064,137.0158646,0
1717728446559,35.2743064,137.0158646,0
1717728447574,35.2743064,137.0158646,0
1717728448563,35.2743447,137.0158842,0
1717728449573,35.2743447,137.0158842,0
1717728450575,35.2743447,137.0158842,0
1717728451557,35.2743447,137.0158842,0
1717728452579,35.2743447,137.0158842,0
1717728454140,35.2743935,137.0158979,0
1717728454573,35.2743935,137.0158979,0
1717728455561,35.2743935,137.0158979,0
1717728456578,35.2743935,137.0158979,0
1717728457567,35.2743935,137.0158979,0
