Timestamp,X,Y,Z
1717728832013.17236,   0.78545,  -0.55075,  -5.88858
1717728832029.84644,  -0.71007,  -5.14902,  -3.39012
1717728832046.52075,  -2.71590, -13.96132,  10.44848
1717728832063.19482,  -4.61767, -25.01714,  33.14451
1717728832079.86890,  -2.72816, -17.85555,  18.71290
1717728832096.54321,  -0.83862, -10.69384,   4.28107
1717728832113.21729,  -0.84273,  -4.91990,  -3.95733
1717728832129.89136,  -1.15635,   0.31842, -10.74232
1717728832146.56543,  -1.15635,   0.31842, -10.74232
1717728832163.23975,  -1.15635,   0.31842, -10.74232
1717728832179.91382,  -1.31023,  -1.76855, -10.50721
1717728832196.58789,  -1.55531,  -6.30986, -10.22936
1717728832213.26196,  -1.11435,  -8.17412, -11.52554
1717728832229.93628,  -0.70969,  -8.26363,  -8.60779
1717728832246.61035,  -0.05604,  -9.00690,  -5.17060
1717728832263.28442,   1.26727, -12.55367,  -3.67947
1717728832279.95874,   2.47841, -13.11652,  -3.61657
1717728832296.63281,   3.21899, -12.84471,  -3.83957
1717728832313.30688,   3.06842, -11.06084,  -4.47020
1717728832329.98096,   3.04377,  -9.77818,  -4.48332
1717728832346.65527,   2.73800,  -8.62921,  -4.58248
1717728832363.32935,   2.45242,  -8.06541,  -4.12290
1717728832380.00342,   2.40479,  -8.60966,  -2.47235
1717728832396.67749,   2.39322,  -8.80786,  -1.23628
1717728832413.35181,   3.20747,  -8.49632,  -0.35600
1717728832430.02588,   4.05553,  -8.29165,   0.32180
1717728832446.69995,   3.68157,  -9.38842,   0.91052
1717728832463.37402,   1.68360, -10.82384,   7.49070
1717728832480.04834,   0.04348, -11.51796,  13.64652
1717728832496.72241,  -0.48050,  -9.90006,  18.47846
1717728832513.39648,   0.48314,  -9.76249,   9.46831
1717728832530.07080,   1.16745, -10.20573,   2.49073
1717728832546.74487,   1.16276, -11.67419,   1.18592
1717728832563.41895,   1.19805, -11.89197,   2.34260
1717728832580.09302,   2.02298, -11.76977,   4.17417
1717728832596.76733,   5.65811, -10.48587,   8.18940
1717728832613.44141,   5.97008, -10.88476,   8.27664
1717728832630.11548,   5.50684, -11.98494,   8.01998
1717728832646.78955,   5.32879, -13.22831,   6.69360
1717728832663.46387,   6.57023, -15.18441,   0.04282
1717728832680.13794,   7.20690, -17.15622,  -6.28783
1717728832696.81201,   3.28004, -18.71760,  -7.39405
1717728832713.48633,  -0.23369, -20.63839,  -8.11907
1717728832730.16040,  -4.01349, -24.08241,  -7.85014
1717728832746.83447,  -8.76810, -25.74012,  -8.13519
1717728832763.50854, -10.13134, -18.44955,   0.38168
1717728832780.18286, -10.92386, -11.55357,   7.65021
1717728832796.85693, -10.37753,  -9.18126,   6.82275
1717728832813.53101,  -7.87492,  -6.54458,   2.17887
1717728832830.20508,  -2.08408,  -4.05170,  -8.16572
1717728832846.87939,  -2.08888,  -4.08613,  -5.08585
1717728832863.55347,  -1.93125,  -3.39568,  -3.58200
1717728832880.22754,  -0.80341,  -2.97856,  -2.82564
1717728832896.90161,   2.99879,  -3.33086,  -4.23410
1717728832913.57593,   3.67590,  -2.79370,  -5.60559
1717728832930.25000,   3.72778,  -2.08840,  -6.54117
1717728832946.92407,   0.42469,  -0.57766,  -5.16411
1717728832963.59839,   0.21748,  -0.43803,  -6.00992
1717728832980.27246,   0.23842,  -1.14590,  -6.45360
1717728832996.94653,   0.43979,  -2.80149,  -5.85312
1717728833013.62061,   1.22299,  -7.51348,  -1.88520
1717728833030.29492,  -3.25045, -19.17532,  21.73349
1717728833046.96899,  -5.53187, -24.39720,  32.03922
1717728833063.64307,  -0.98468, -13.34223,   6.52923
1717728833080.31714,  -1.12170,  -6.67330,  -5.08998
1717728833096.99146,  -4.71412,  -7.77472,  -8.41733
1717728833113.66553,  -9.57429, -12.76608,  -9.41365
1717728833130.33960, -13.92009, -18.50930,  -5.90283
1717728833147.01367, -12.54146, -15.99221,   8.85553
1717728833163.68799,  -9.53535, -12.64349,  14.15832
1717728833180.36206,  -0.79871,  -6.36665, -13.83466
1717728833197.03613,  -1.03394,  -6.69598, -11.80870
1717728833213.71045,  -1.14354,  -7.99356,  -8.80795
1717728833230.38452,   1.23284, -12.92535,  -6.93786
1717728833247.05859,   3.60297, -17.83739,  -5.07352
1717728833263.73267,   4.15310, -17.02574,  -4.84761
1717728833280.40698,   3.59312, -13.51376,  -4.72865
1717728833297.08105,   2.83734, -10.09458,  -4.43635
1717728833313.75513,   1.34843,  -7.43183,  -3.58936
1717728833330.42920,   0.97092,  -7.72095,  -4.52766
1717728833347.10352,   0.59340,  -8.01007,  -5.46597
1717728833363.77759,   3.77147,  -8.33453,   0.82246
1717728833380.45166,   4.41810,  -9.34994,   2.36848
1717728833397.12598,   3.08726, -10.78978,   3.34786
1717728833413.80005,   1.75644, -12.22960,   4.32723
1717728833430.47412,  -1.35676, -12.11893,  12.27839
1717728833447.14819,  -2.18386,  -9.18965,  15.17376
1717728833463.82251,   0.56209,  -9.57083,   6.31771
1717728833480.49658,   3.18911,  -9.97780,  -2.20427
1717728833497.17065,   1.94300, -11.22502,   0.15278
1717728833513.84473,   1.90662, -11.59580,   3.74276
1717728833530.51904,   2.67708, -11.78501,   6.19704
1717728833547.19312,   5.40487, -11.60332,   5.36484
1717728833563.86719,   7.58106, -11.34501,   3.78072
1717728833580.54126,   6.74272, -10.62868,   5.71847
1717728833597.21558,   5.64841, -10.26352,   6.86747
1717728833613.88965,   3.17544, -12.26181,   2.67420
1717728833630.56372,   3.07583, -15.10763,  -1.69963
1717728833647.23804,   2.84482, -17.47951,  -4.89261
1717728833663.91211,   2.15715, -18.45000,  -4.76080
1717728833680.58618,   0.92063, -19.33942,  -5.71388
1717728833697.26025,  -1.69039, -22.56894,  -7.00762
1717728833713.93457,  -5.74553, -23.01874,  -7.53881
1717728833730.60864, -10.18133, -22.60214,  -7.84039
1717728833747.28271, -10.78157, -15.47686,  -1.05211
1717728833763.95679,  -9.86442,  -8.14056,   3.44181
1717728833780.63110,  -4.99637,  -5.14004,  -7.76721
1717728833797.30518,  -2.91150,  -4.77829,  -7.57703
1717728833813.97925,  -2.98728,  -4.55286,  -4.80188
1717728833830.65356,  -3.30752,  -4.34284,  -1.73421
1717728833847.32764,  -1.42313,  -4.10376,  -2.71540
1717728833864.00171,   1.31494,  -3.50926,  -3.84170
1717728833880.67578,   3.66697,  -2.23399,  -4.56104
1717728833897.35010,   1.65602,  -0.46878,  -4.82681
1717728833914.02417,   1.02591,   0.11466,  -4.83014
1717728833930.69824,   0.69786,  -0.11578,  -5.12525
1717728833947.37231,   0.38234,  -0.39091,  -5.40502
1717728833964.04663,   0.69841,  -2.69203,  -5.01496
1717728833980.72070,   2.25329,  -6.02299,  -4.64750
1717728833997.39478,  -2.99738, -17.87468,  19.04629
1717728834014.06885,  -8.81359, -30.43444,  44.67848
1717728834030.74316,  -4.99939, -25.29927,  34.51897
1717728834047.41724,  -1.93442, -16.32946,  16.65918
1717728834064.09131,  -2.89786,  -4.04363, -10.39607
1717728834080.76562,  -4.99647,  -5.35271, -18.08363
1717728834097.43970, -10.77695, -11.15637, -10.17382
1717728834114.11377, -18.14581, -19.41427,   7.65751
1717728834130.78784,  -8.28386, -13.83664,  -2.89814
1717728834147.46216,   0.71139,  -8.64024, -12.38625
1717728834164.13623,   0.68799,  -7.41100, -10.76607
1717728834180.81030,   0.61536,  -6.85806,  -9.28898
1717728834197.48438,   0.45069,  -7.56962,  -8.07942
1717728834214.15869,   0.28602,  -8.28120,  -6.86985
1717728834230.83276,   0.27772,  -8.31710,  -6.80882
1717728834247.50684,   0.57379,  -8.57709,  -6.57627
1717728834264.18115,   1.96237,  -9.78354,  -5.47000
1717728834280.85522,   1.60229,  -8.27954,  -4.31513
1717728834297.52930,   1.29532,  -6.88546,  -3.16514
1717728834314.20337,   1.58430,  -6.57743,  -2.22417
1717728834330.87769,   2.77258,  -6.23672,  -3.35100
1717728834347.55176,   3.49547,  -8.21555,  -0.83048
1717728834364.22583,   4.10480, -10.15968,   1.61929
1717728834380.89990,   3.32627, -11.45041,   2.83788
1717728834397.57422,  -0.39606, -11.23063,  10.68142
1717728834414.24829,  -3.02993, -10.75453,  16.12743
1717728834430.92236,   1.29031,  -8.79470,   6.15807
1717728834447.59644,   3.15874,  -8.58440,   0.01304
1717728834464.27075,   3.17117, -10.20470,  -0.71859
1717728834480.94482,   2.45577, -12.02313,   0.20357
1717728834497.61890,   0.92781, -12.96596,   1.98206
1717728834514.29321,   0.92990, -12.22202,   7.70666
1717728834530.96729,   1.15525, -11.53403,  12.75520
1717728834547.64136,   4.32163, -12.33872,   5.54093
1717728834564.31543,   4.90749, -11.73251,   3.64055
1717728834580.98975,   5.02797, -12.66764,   0.38345
1717728834597.66382,   5.20193, -13.72852,  -2.94688
1717728834614.33789,   7.05277, -16.19443,  -6.56988
1717728834631.01196,   4.38900, -16.89124,  -6.63906
1717728834647.68628,   1.70516, -17.94933,  -6.65079
1717728834664.36035,  -1.12747, -20.51107,  -6.36398
1717728834681.03442,  -4.43656, -24.45724,  -5.48552
1717728834697.70874,  -8.58360, -20.94158,  -0.16485
1717728834714.38281, -12.28216, -17.17150,   4.80754
1717728834731.05688, -11.00930, -10.59662,   5.90005
1717728834747.73096,  -6.05302,  -6.64859,  -1.65302
1717728834764.40527,  -1.88945,  -4.01847,  -7.02042
1717728834781.07935,  -0.07970,  -5.02314,  -6.17922
1717728834797.75342,  -0.37649,  -5.51039,  -3.58852
1717728834814.42749,   1.13854,  -5.36743,  -3.20794
1717728834831.10181,   3.09167,  -5.07210,  -3.36173
1717728834847.77588,   3.05745,  -3.77785,  -3.87483
1717728834864.44995,   2.74869,  -2.24687,  -4.47478
1717728834881.12402,   1.71142,  -0.15606,  -5.26891
1717728834897.79834,   1.56111,  -0.16563,  -5.23579
1717728834914.47241,   1.06569,  -0.15780,  -5.25066
1717728834931.14648,   0.57026,  -0.14997,  -5.26553
1717728834947.82080,  -1.24438,  -3.88666,  -4.68600
1717728834964.49487,  -2.53691,  -9.30663,   0.67179
1717728834981.16895,  -3.89696, -15.88064,  13.55635
1717728834997.84302,  -5.25701, -22.45466,  26.44091
1717728835014.51733,  -3.87277, -21.85635,  23.74510
1717728835031.19141,  -2.63544, -15.68326,   3.68328
1717728835047.86548, -11.79105, -18.92679, -11.57590
1717728835064.53955, -18.62023, -21.22054, -18.72816
1717728835081.21387, -15.25045, -18.74793,  -1.44224
1717728835097.88794,  -5.32168, -11.07399,  -7.79971
1717728835114.56201,   4.33382,  -3.67556, -13.93835
1717728835131.23633,   5.49329,  -4.57553, -13.58554
1717728835147.91040,   2.38030,  -8.05655, -11.82538
1717728835164.58447,   1.77442, -16.04897,  -8.00324
1717728835181.25854,   4.54555, -20.03370,  -5.77798
1717728835197.93286,   5.37667, -20.12552,  -4.80528
1717728835214.60693,   5.30777, -18.58823,  -4.22735
1717728835231.28101,   4.72621, -16.38605,  -3.18206
1717728835247.95508,   4.14465, -14.18388,  -2.13676
1717728835264.62939,   3.56308, -11.98167,  -1.09146
1717728835281.30347,   2.98152,  -9.77949,  -0.04616
1717728835297.97754,   2.39996,  -7.57731,   0.99913
1717728835314.65161,   2.59654,  -7.74454,  -0.38664
1717728835331.32593,   1.54332,  -9.26680,   1.66615
1717728835348.00000,   0.12583, -10.36653,   4.33465
1717728835364.67407,  -2.14218, -10.47976,   8.44075
1717728835381.34839,  -3.60980,  -9.11473,  12.34353
1717728835398.02246,  -1.15085,  -9.09340,   5.28111
1717728835414.69653,   1.06850,  -9.28954,  -0.98022
1717728835431.37061,   1.24549, -10.27921,  -0.78448
1717728835448.04492,   0.64100, -11.48184,   2.09981
1717728835464.71899,   0.16770, -12.57730,   5.20358
1717728835481.39307,   3.07462, -11.26692,   9.73940
1717728835498.06714,   4.59331, -10.96754,   7.80222
1717728835514.74146,   4.23043, -11.74084,   7.10515
1717728835531.41553,   3.86756, -12.51412,   6.40810
1717728835548.08960,   4.39913, -14.82307,   5.51147
1717728835564.76367,   6.38811, -16.02445,  -1.15856
1717728835581.43799,   7.03320, -16.73667,  -6.05698
1717728835598.11206,   3.97291, -16.10013,  -6.07050
1717728835614.78613,   0.85095, -15.74543,  -5.55423
1717728835631.46045,  -2.16264, -18.47377,  -6.15477
1717728835648.13452,  -5.10057, -21.26914,  -6.86579
1717728835664.80859,  -7.51142, -22.57647,  -7.01262
1717728835681.48267,  -7.96255, -17.82154,  -1.79529
1717728835698.15698,  -8.41370, -13.06654,   3.42212
1717728835714.83105,  -7.19093,  -9.91706,   0.89045
1717728835731.50513,  -5.25816,  -7.45362,  -4.65748
1717728835748.17920,  -2.53149,  -5.91348,  -5.21943
1717728835764.85352,  -0.09666,  -4.45468,  -5.47659
1717728835781.52759,   0.00415,  -3.64645,  -3.29670
1717728835798.20166,   1.36164,  -3.64034,  -2.27454
1717728835814.87598,   2.08046,  -2.17460,  -3.40586
1717728835831.55005,   2.66309,  -0.40981,  -4.96464
1717728835848.22412,   1.63788,   1.12146,  -5.97373
1717728835864.89819,   0.92349,   0.66276,  -5.82910
1717728835881.57251,   0.00697,  -0.01939,  -5.78740
1717728835898.24658,  -1.54506,  -1.50923,  -6.06049
1717728835914.92065,  -1.78887,  -2.85298,  -5.55823
1717728835931.59473,  -2.13210,  -5.23797,  -3.15384
1717728835948.26904,  -4.51624, -30.53854,  40.91839
1717728835964.94312,  -2.89547, -22.51287,  23.27036
1717728835981.61719,  -2.99139, -13.10687,   9.62665
1717728835998.29126,  -3.08731,  -3.70088,  -4.01707
1717728836014.96558,  -4.41453,  -3.89158, -10.07235
1717728836031.63965,  -6.45350,  -6.58946, -14.51215
1717728836048.31372, -10.50223, -19.17111,  -6.52082
1717728836064.98804,  -7.26845, -23.41976,  11.80259
1717728836081.66211,  -0.17863, -16.33324,  -8.39788
1717728836098.33618,   0.20426,  -9.76744,  -7.75585
1717728836115.01025,   0.49006,  -3.70619,  -6.99067
1717728836131.68457,  -0.56829,  -6.23732,  -4.66960
1717728836148.35864,  -0.18666, -15.47766,  -5.50639
1717728836165.03271,   0.48479, -18.46740,  -6.83848
1717728836181.70679,   1.08691, -18.12310,  -7.31419
